Sentences,BIO tags,Animated_NP
"Ludwig Erhard hätte uns in dieser Situation zum Maßhalten aufgerufen : Man solle nur so viel verteilen , wie man nach Maßgabe der Produktion herzugeben imstande ist","['B', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'B', 'B', 'I', 'O', 'O', 'O']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Ökonomie , Ökologie und soziale Absicherung , das ist der Fahrplan , den die Union dafür hat","['B', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
Herzlichen Dank,"['B', 'I']","[0, 0]"
"Steffen Kotré , AfD , ist der nächste Redner","['B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'I']","[1, 1, 0, 1, 0, 0, 1, 1, 1]"
"Sehr geehrter Herr Abgeordneter , wenn wir in die Fachlichkeit einsteigen , was ich ja präferiere , dann , so glaube ich , sollte die FDP schon zu dem stehen , was ihre Haltung ist und was ja auch in Ordnung ist","['O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Wir haben unterschiedliche Sichtweisen auf die bestehenden diversen sozialen Sicherungssysteme,"['B', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'I']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Da gibt es verschiedene Positionen,"['O', 'O', 'O', 'B', 'I']","[0, 0, 0, 0, 0]"
Auch mit den Kollegen von der SPD sind wir ja immer in der Diskussion,"['O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'I']","[0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0]"
"Ich habe ganz klar gesagt : Wir als Bundesregierung , wir als Union haben eine andere Haltung dazu","['B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'I', 'O']","[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
"Deshalb haben wir zum Beispiel 30 Millionen Euro bei der Krankenversicherung noch mal draufgelegt , um letztlich die Prämien nicht steigen zu lassen","['O', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Dass die FDP da eine andere Sichtweise hat – sehr geehrter Herr Hocker , ich war im Haushaltsausschuss dabei – , ist ja nicht verwerflich","['O', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Aber ich denke , am Ende kann man dazu auch stehen , oder","['O', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O']","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Sie haben die Möglichkeit zu einer Nachfrage,"['B', 'O', 'B', 'I', 'O', 'B', 'I']","[0, 0, 0, 0, 0, 0, 0]"
"– Ich mache noch einmal darauf aufmerksam , dass jetzt nur 30 Sekunden zur Verfügung stehen , sowohl für die Frage als auch für die Antwort","['O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Danke , Herr Präsident","['O', 'O', 'B', 'I']","[0, 0, 1, 1]"
"– Frau Ministerin , es kam ja schon zu Sprache : Sie haben sich gegen die Beschränkungen des Pestizideinsatzes in FFH-Gebieten entschieden , anders als es im Aktionsprogramm Insektenschutz vorgesehen war","['O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Stattdessen sollen jetzt auf 90 Prozent der betroffenen Flächen freiwillige Maßnahmen zur Pestizidreduktion zum Einsatz kommen,"['O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'I', 'B', 'I', 'O', 'B', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Die Freiwilligkeit ist eine sehr gute Sache ; aber sie muss finanziert sein,"['B', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Die 140 Millionen Euro in der GAK sind schon angesprochen worden,"['B', 'I', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
Frau Klöckner hat vorhin in der Pressekonferenz von weiteren 50 Millionen Euro gesprochen,"['B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'O']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Jetzt bin ich aus Ihrer Antwort auf die Frage des Kollegen Hocker nicht ganz schlau geworden,"['O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'O', 'O', 'O']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
"Haben Sie diese Millionen schon im Haushalt , oder brauchen Sie noch einen Nachtragshaushalt , oder widmen Sie die jetzt um","['O', 'B', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Darauf hätte ich jetzt gerne eine ganz konkrete Antwort,"['O', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'I']","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
Sind da tatsächlich 190 Millionen Euro übrig,"['O', 'O', 'O', 'B', 'I', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0]"
Sehr geehrte Frau Präsidentin,"['B', 'I', 'I', 'I']","[1, 1, 1, 1]"
Liebe Kolleginnen und Kollegen,"['B', 'O', 'O', 'B']","[0, 0, 0, 1]"
"Ich kann vielen meiner Vorredner , auch denen von der Opposition , zustimmen , mit Ausnahme , so muss ich leider sagen , des Kollegen von der AfD , was daran liegt , dass ich ihn in weiten Teilen leider nicht verstanden habe und dass ich die Teile , die ich verstanden habe , nicht in einen Zusammenhang bringen konnte","['B', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O']","[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
– Von daher muss ich Sie leider ausnehmen,"['O', 'O', 'O', 'O', 'B', 'B', 'O', 'O']","[0, 0, 0, 0, 1, 0, 0, 0]"
Aber allen anderen Vorrednern kann ich in weiten Teilen zustimmen,"['O', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'I', 'O']","[0, 1, 1, 1, 0, 1, 0, 0, 0, 0]"
Man sagt : Die Währung der Politik ist Vertrauen und Glaubwürdigkeit,"['B', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'O', 'B']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Das gilt für alle Parteien,"['B', 'O', 'O', 'B', 'I']","[0, 0, 0, 1, 1]"
"Und wir sitzen auch alle in einem Boot ; denn die Wählerinnen und Wähler unterscheiden nicht immer in Linke , SPD , Bündnis 90 / Die Grünen , Union , FDP , sondern es ist oft „ die Politik “","['O', 'B', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Das ärgert uns oft , weil wir uns manchmal eine größere Differenzierung wünschen ; das wird uns allen so gehen","['B', 'O', 'B', 'O', 'O', 'O', 'B', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'O', 'B', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Aber es ist „ die Politik “,"['O', 'B', 'O', 'B', 'I', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0]"
Deswegen sitzen wir in einem Boot,"['O', 'O', 'B', 'O', 'B', 'I']","[0, 0, 1, 0, 0, 0]"
"Ich würde deswegen raten , dass vielleicht nicht immer auf den einen , der einen Fall hat und wo so etwas diskutiert wird , gezeigt wird","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Wir haben es eben gehört , der Kollege Wiese hat es gesagt , ich will es nicht wiederholen","['B', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'O', 'O']","[1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Wir haben in allen Fraktionen ausreichend Fälle , die wir benennen könnten , insbesondere auch bei der AfD in kürzerer Zeit ; da ist nicht viel neu","['B', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Deswegen macht es Sinn , wenn wir nicht Fälle aufzählen – was ich deswegen gerade nicht gemacht habe – , sondern an Lösungen arbeiten , gemeinsam an Lösungen arbeiten","['O', 'O', 'B', 'B', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Es ist richtig , dass wir ein Lobbyregistergesetz diskutieren , auch eine gesetzliche Regelung","['B', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Wir diskutieren das schon lange im Bundestag ; das ist richtig,"['B', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O']","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Wir haben in der letzten Legislaturperiode eine Anhörung dazu gemacht,"['B', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Wir haben in dieser Legislaturperiode im Herbst eine Anhörung dazu gemacht,"['B', 'O', 'O', 'B', 'I', 'O', 'B', 'B', 'I', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Wir haben intensiv diskutiert,"['B', 'O', 'O', 'O']","[1, 0, 0, 0]"
"Manche Fraktionen haben schon lange Vorschläge vorgelegt – die Fraktion Bündnis 90 / Die Grünen , die Fraktion Die Linke – ; auch die FDP ist in diese Richtung gegangen","['B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O']","[1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
Das haben wir miteinander diskutiert,"['B', 'O', 'B', 'O', 'O']","[0, 0, 1, 0, 0]"
Da war nicht alles deckungsgleich,"['O', 'O', 'O', 'B', 'O']","[0, 0, 0, 0, 0]"
"Bei dem Gesetzentwurf der Fraktion Die Linke habe ich bei einer Sache ein großes Problem : dass der Lobbybeauftragte , der „ Bundesbeauftrage für politische Interessenvertretung “ , ohne richterlichen Beschluss Wohnungen durchsuchen kann","['O', 'B', 'I', 'B', 'I', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'B', 'O', 'O']","[0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Da müsste man noch mal intensiv darüber nachdenken , ob so was verfassungskonform ist : dass ein Lobbybeauftragter , auch wenn es zu den üblichen Geschäftszeiten ist – so steht es in Ihrem Gesetzentwurf – , Geschäftsräume betreten und ohne einen richterlichen Beschluss durchsuchen kann – was nicht mal Polizei und Staatsanwaltschaft dürfen","['O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'O']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
Sie merken : Inhaltlich liegen wir da teilweise sehr auseinander,"['B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Es ist angesprochen worden , dass der Entwurf , den die Union jetzt vorgelegt hat , vielleicht im Vergleich zu manchen Vorschlägen auch aus den Bundesländern gar nicht so schlecht ist","['B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
"Wir haben darüber diskutiert , wie kompliziert es ist , den Bereich von Aktienoptionen – wo man nicht weiß , welchen Wert sie entfalten – auch handhabbar zu machen und Regelungen zu finden","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Wir wollen das regeln,"['B', 'O', 'B', 'O']","[1, 0, 0, 0]"
"Und ich könnte mir vorstellen , dass wir irgendwann , wenn uns da richtig gute Ideen kommen , auch über das Thema „ legislativer Fußabdruck “ reden","['O', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O']","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In den Gesetzesvorschlägen mancher Fraktionen steht zwar schon , in Klammern , „ legislativer Fußabdruck “ ; das ist es aber nicht","['O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'O', 'B', 'O', 'O']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Wir können ja gemeinsam nach Lösungen suchen,"['B', 'O', 'O', 'O', 'O', 'B', 'O']","[1, 0, 0, 0, 0, 0, 0]"
"Aber dann müssen wir – wie wir , die die Regierung übrigens mit einbeziehen – auch darüber nachdenken : Wann fangen wir an mit dem legislativen Fußabdruck","['O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'I']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"Reden wir vielleicht jetzt schon darüber , wer , lieber Konstantin von Notz , bei euch darüber redet – BUND , NABU und andere – , wenn es vielleicht irgendwann Koalitionsverhandlungen mit uns gibt – wo ich mir übrigens noch gar nicht so sicher wäre ; es gibt auch noch andere Fraktionen in diesem Haus , die ein Interesse an einer Koalition mit uns haben könnten","['O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'O']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
"Von daher : Dann muss man so früh anfangen , dass man auch schon vor die Koalitionsverhandlungen geht , Koalitionsverträge mit einbezieht , bis zum Gesetzentwurf in zweiter , dritter Lesung","['O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'I']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Diese Diskussion müssen wir bitte hier gemeinsam führen ; dann macht es Sinn,"['B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Natürlich gehört bei einem legislativen Fußabdruck schon ein Koalitionsvertrag mit einbezogen , oder etwa nicht","['O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Das würde ich doch wohl hoffen,"['B', 'O', 'B', 'O', 'O', 'O']","[0, 0, 1, 0, 0, 0]"
"Von daher sieht man : Wer das schon ablehnt – – Lieber Konstantin , stell eine Zwischenfrage","['O', 'O', 'O', 'B', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
– Geht nicht ; genau,"['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
"– Von daher kann ich nur sagen : Lassen Sie uns doch alle , Schritt für Schritt , jetzt das Thema Lobbyregister anpacken","['O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'B', 'O']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Die Koalition hat einen Entwurf vorgelegt , von dem ich das Gefühl habe , er ist gar nicht schlecht","['B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'B', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'O']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Die anderen Vorschläge haben wir übrigens im Geschäftsordnungsausschuss nicht abgesetzt , sondern es ist ja diskutiert worden , und dann haben wir es vertagt , weil es Sinn macht , die Vorschläge aller Fraktionen dann auch gemeinsam zu diskutieren","['B', 'I', 'I', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
"Ich habe die große Hoffnung , dass wir ein ganzes Stück weiterkommen , wenn wir das gemeinsam machen ; das würde Konsens zeigen","['B', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'O']","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Danke schön,"['O', 'O']","[0, 0]"
Danke schön,"['O', 'O']","[0, 0]"
– Das Wort geht an Joana Cotar von der AfD-Fraktion,"['O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'I']","[0, 0, 0, 0, 0, 1, 1, 0, 1, 1]"
Vielen Dank,"['O', 'O']","[0, 0]"
– Geschätzte Frau Präsidentin,"['B', 'I', 'I', 'I']","[1, 1, 1, 1]"
Liebe Kolleginnen und Kollegen,"['B', 'O', 'O', 'B']","[0, 0, 0, 1]"
Es stehen heute zwei Gesetzentwürfe zur Abstimmung,"['O', 'O', 'O', 'B', 'I', 'O', 'B']","[0, 0, 0, 0, 0, 0, 0]"
"Ich will kurz erläutern , warum meine Fraktion sich beim Gesetzentwurf über die Entschädigung von Soldatinnen und Soldaten nur enthalten und ihm nicht zustimmen kann","['B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O']","[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Frau Ministerin , Sie haben zu Recht erwähnt , dass wir in einer besonderen Fürsorgepflicht gegenüber den Soldatinnen und Soldaten , die im Einsatz an Körper oder Seele verwundet worden sind , stehen","['B', 'I', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Nun ist aber dieser Gesetzentwurf , ehrlich gesagt , eine verpasste Chance , wenn es darum geht , Soldatinnen und Soldaten auf Zeit mit Berufssoldatinnen und ‑soldaten in dieser Hinsicht gleichzustellen","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
