Sentence,Tagged_Sentence,BIO_tags,Animated_NP,Animated_Prob_NP,Animated_Token,Animated_Prob_Token
"Aber würden Sie jemanden um Hilfe , um Kooperation und um Zusammenarbeit bitten , der Sie für naiv , bestechlich und machtgierig hält ?","Aber würden [START] Sie [END] [START] jemanden [END] um [START] Hilfe [END] , um [START] Kooperation [END] und um [START] Zusammenarbeit [END] bitten , [START] der [END] [START] Sie [END] für naiv , bestechlich und machtgierig hält ?","['O', 'O', 'B', 'B', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 0, 0, 0, 0, 0]",,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wir brauchen ein partnerschaftliches Miteinander , um die Sicherheit auf der Welt zu erhöhen .","[START] Wir [END] brauchen [START] ein partnerschaftliches Miteinander [END] , um [START] die Sicherheit [END] auf [START] der Welt [END] zu erhöhen .","['B', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O']","[1, 0, 0, 0]",,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Der vorliegende Antrag ist mit Sicherheit kein Beitrag dazu .,[START] Der vorliegende Antrag [END] ist mit [START] Sicherheit [END] [START] kein Beitrag [END] dazu .,"['B', 'I', 'I', 'O', 'O', 'B', 'B', 'I', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ihr Antrag hat gute und schlechte Seiten , aber die Inhalte treten leider völlig in den Hintergrund ; denn der arrogante Ton und die Überheblichkeit , die sich widerspiegelt , stehen leider Gottes im Vordergrund , und deswegen werden die guten Argumente von den richtigen Personen nicht gehört werden .","[START] Ihr Antrag [END] hat [START] gute und schlechte Seiten [END] , aber [START] die Inhalte [END] treten leider völlig in [START] den Hintergrund [END] ; denn [START] der arrogante Ton [END] und [START] die Überheblichkeit [END] , [START] die [END] [START] sich [END] widerspiegelt , stehen leider [START] Gottes [END] im [START] Vordergrund [END] , und deswegen werden [START] die guten Argumente [END] von [START] den richtigen Personen [END] nicht gehört werden .","['B', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]",
Das Wort hat der Kollege Ralph Lenkert für die Fraktion Die Linke .,[START] Das Wort [END] hat [START] der Kollege Ralph Lenkert [END] für [START] die Fraktion [END] [START] Die Linke [END] .,"['B', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'B', 'I', 'O']","[0, 1, 1, 1]",,"[0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]",
Sehr geehrter Herr Präsident !,[START] Sehr geehrter Herr Präsident [END] !,"['B', 'I', 'I', 'I', 'O']",[1],,"[1, 1, 1, 1, 0]",
Kolleginnen und Kollegen !,[START] Kolleginnen [END] und [START] Kollegen [END] !,"['B', 'O', 'B', 'O']","[1, 1]",,"[1, 0, 1, 0]",
Der Lockdown hat die Schwächen der Infrastruktur in Deutschland schonungslos offengelegt und wird ihre Nutzung auch auf Dauer verändern .,[START] Der Lockdown [END] hat [START] die Schwächen [END] [START] der Infrastruktur [END] in [START] Deutschland [END] schonungslos offengelegt und wird [START] ihre Nutzung [END] auch auf [START] Dauer [END] verändern .,"['B', 'I', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Die digitale Infrastruktur ist in wichtigen Teilen unseres Landes mangelhaft .,[START] Die digitale Infrastruktur [END] ist in [START] wichtigen Teilen [END] [START] unseres Landes [END] mangelhaft .,"['B', 'I', 'I', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Viele andere Länder sind uns da weit voraus – beschämend weit .,[START] Viele andere Länder [END] sind [START] uns [END] da weit voraus – beschämend weit .,"['B', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 0]",,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wer von zu Hause arbeiten will , merkt das , wenn zum Beispiel eine Videokonferenz mit Arbeitskollegen nicht funktioniert .","[START] Wer [END] von zu [START] Hause [END] arbeiten will , merkt [START] das [END] , wenn zum [START] Beispiel [END] [START] eine Videokonferenz [END] mit [START] Arbeitskollegen [END] nicht funktioniert .","['B', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",
"Schülerinnen und Schüler merken es , wenn sie am Onlineunterricht nicht teilnehmen können .","[START] Schülerinnen [END] und [START] Schüler [END] merken [START] es [END] , wenn [START] sie [END] am [START] Onlineunterricht [END] nicht teilnehmen können .","['B', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O']","[1, 1, 0, 0, 0]",,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wo es weit und breit keine Glasfaserleitung gibt , könnte der Mobilfunk helfen .","Wo es [START] weit und breit keine Glasfaserleitung [END] gibt , könnte [START] der Mobilfunk [END] helfen .","['O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Könnte !,Könnte !,"['O', 'O']",[],,"[0, 0]",
Funklöcher sind aber gerade auf dem Land allgegenwärtig .,[START] Funklöcher [END] sind aber gerade auf [START] dem Land [END] allgegenwärtig .,"['B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Alles spricht dafür , dass Büroarbeiten von zu Hause – auf neudeutsch : im Homeoffice – für sehr viele zur Dauerlösung werden .","[START] Alles [END] spricht dafür , dass [START] Büroarbeiten [END] von zu [START] Hause [END] – auf neudeutsch [START] : im Homeoffice [END] – für [START] sehr viele [END] zur [START] Dauerlösung [END] werden .","['B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Auch deshalb , meine Damen und Herren , wird der Ausbau der digitalen Infrastruktur immer mehr zur Lebensfrage für unser Land .","Auch deshalb , [START] meine Damen [END] und [START] Herren [END] , wird [START] der Ausbau [END] [START] der digitalen Infrastruktur [END] immer mehr zur [START] Lebensfrage [END] für [START] unser Land [END] .","['O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O']","[1, 1, 0, 0, 0, 1]",,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",
Die Anstrengungen dafür reichen bei Weitem nicht aus .,[START] Die Anstrengungen [END] dafür reichen bei [START] Weitem [END] nicht aus .,"['B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Die staatliche MIG , die Mobilfunkinfrastrukturgesellschaft , gerät geradezu zur Lachnummer .","[START] Die staatliche MIG [END] , [START] die Mobilfunkinfrastrukturgesellschaft [END] , gerät geradezu zur [START] Lachnummer [END] .","['B', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O']","[1, 1, 0]",,"[1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",
"Das Ziel , dass sie von den Haushaltsmitteln , die ihr zufließen , künftig einmal Mobilfunkmasten aufstellt , ist in weite Ferne gerückt .","[START] Das Ziel [END] , dass [START] sie [END] von [START] den Haushaltsmitteln [END] , [START] die [END] [START] ihr [END] zufließen , künftig einmal [START] Mobilfunkmasten [END] aufstellt , ist in [START] weite Ferne [END] gerückt .","['B', 'I', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Vielmehr ist sie inzwischen ein Beobachtungsobjekt für den Bundesrechnungshof .,Vielmehr ist [START] sie [END] inzwischen [START] ein Beobachtungsobjekt [END] für [START] den Bundesrechnungshof [END] .,"['O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'I', 'O']","[0, 0, 1]",,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",
"Der Bahnverkehr , vor allem der Personenverkehr , hat durch den Lockdown dramatische Einbrüche erlebt .","[START] Der Bahnverkehr [END] , vor [START] allem [END] der Personenverkehr , hat durch [START] den Lockdown [END] [START] dramatische Einbrüche [END] erlebt .","['B', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Die Erholung verläuft langsam .,[START] Die Erholung [END] verläuft langsam .,"['B', 'I', 'O', 'O', 'O']",[0],,"[0, 0, 0, 0, 0]",
"Die regelmäßigen ideologischen Abgesänge auf das Automobil , wie sie vor allem aus den Reihen der Grünen kommen , sind klar widerlegt .","[START] Die regelmäßigen ideologischen Abgesänge [END] auf [START] das Automobil [END] , wie [START] sie [END] vor [START] allem [END] aus [START] den Reihen [END] [START] der Grünen [END] kommen , sind klar widerlegt .","['B', 'I', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",
Gerade das Auto bietet vielen Bürgern auf ihren Fahrstrecken einen unübertroffenen Schutzraum .,[START] Gerade das Auto [END] bietet [START] vielen Bürgern [END] auf [START] ihren Fahrstrecken [END] [START] einen unübertroffenen Schutzraum [END] .,"['B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'I', 'O']","[0, 1, 0, 0]",,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",
Busse und Bahnen haben Marktanteile verloren : durch die Coronaangst .,[START] Busse [END] und [START] Bahnen [END] haben [START] Marktanteile [END] verloren : durch [START] die Coronaangst [END] .,"['B', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Damit sich die Fahrgäste wohlfühlen , muss jetzt mehr für die Hygiene getan werden , zum Beispiel durch Luftfilterung mit verbesserten Klimaanlagen .","Damit [START] sich [END] [START] die Fahrgäste [END] wohlfühlen , muss jetzt mehr für [START] die Hygiene [END] getan werden , zum [START] Beispiel [END] durch [START] Luftfilterung [END] mit [START] verbesserten Klimaanlagen [END] .","['O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'O']","[0, 1, 0, 0, 0, 0]",,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Wir brauchen höhere Standards für Sauberkeit und Sicherheit .,[START] Wir [END] brauchen [START] höhere Standards [END] für [START] Sauberkeit [END] und [START] Sicherheit [END] .,"['B', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O']","[1, 0, 0, 0]",,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",
"Das ist hundertmal wichtiger als die linke Strategie , Herr Kollege Perli , Fahrpreise mit Milliardenaufwand noch mehr zu subventionieren .","[START] Das [END] ist hundertmal wichtiger als die linke Strategie , [START] Herr Kollege [END] [START] Perli [END] , [START] Fahrpreise [END] mit [START] Milliardenaufwand [END] noch mehr zu subventionieren .","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O']","[0, 1, 1, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Staatliche Fördermittel müssen deshalb verstärkt in bessere Qualität fließen .,[START] Staatliche Fördermittel [END] müssen deshalb verstärkt in [START] bessere Qualität [END] fließen .,"['B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Leistungsfähige Bahnstrecken sind gerade da besonders wichtig , wo die Bahn große Verkehrsströme bündeln kann .","[START] Leistungsfähige Bahnstrecken [END] sind gerade da besonders wichtig , wo [START] die Bahn [END] [START] große Verkehrsströme [END] bündeln kann .","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O']","[0, 1, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",
Das ist volkswirtschaftlich und strategisch sinnvoll .,[START] Das [END] ist volkswirtschaftlich und strategisch sinnvoll .,"['B', 'O', 'O', 'O', 'O', 'O', 'O']",[0],,"[0, 0, 0, 0, 0, 0, 0]",
Deutschland braucht mehr schnelle Bahnlinien zwischen den großen Städten .,[START] Deutschland [END] braucht [START] mehr schnelle Bahnlinien [END] zwischen [START] den großen Städten [END] .,"['B', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O']","[1, 0, 0]",,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Mehr Transitgüterverkehr muss von den Autobahnen auf die Schiene geholt werden .,[START] Mehr Transitgüterverkehr [END] muss von [START] den Autobahnen [END] auf [START] die Schiene [END] geholt werden .,"['B', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Damit der Bahnverkehr von seinen Nachbarn akzeptiert wird , muss mehr Geld in den Lärmschutz fließen .","Damit [START] der Bahnverkehr [END] von [START] seinen Nachbarn [END] akzeptiert wird , muss [START] mehr Geld [END] in [START] den Lärmschutz [END] fließen .","['O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O']","[0, 1, 0, 0]",,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wir haben hier im Bundestag vor wenigen Wochen beschlossen , mehr für den Lärmschutz zu tun beim Aus- und Umbau der Bahnstrecke zwischen Lübeck und Puttgarden .","[START] Wir [END] haben hier im [START] Bundestag [END] vor [START] wenigen Wochen [END] beschlossen , [START] mehr [END] für [START] den Lärmschutz [END] zu tun beim [START] Aus- und Umbau [END] [START] der Bahnstrecke [END] zwischen [START] Lübeck [END] und [START] Puttgarden [END] .","['B', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'B', 'O', 'B', 'O']","[1, 1, 0, 0, 0, 0, 0, 0, 0]",,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Das muss auch für andere große Vorhaben der Maßstab sein , zum Beispiel beim Zulauf des Brennerbasistunnels bei Rosenheim in Oberbayern .","[START] Das [END] muss auch für [START] andere große Vorhaben [END] [START] der Maßstab [END] sein , zum [START] Beispiel [END] beim [START] Zulauf [END] [START] des Brennerbasistunnels [END] bei [START] Rosenheim [END] in [START] Oberbayern [END] .","['B', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'B', 'B', 'I', 'O', 'B', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Auch das Mittelrheintal , zum Weltkulturerbe erklärt , braucht eine Perspektive , wie es vom Lärm der vielen Güterzüge entlastet werden kann .","[START] Auch das Mittelrheintal [END] , zum [START] Weltkulturerbe [END] erklärt , braucht [START] eine Perspektive [END] , wie [START] es [END] vom [START] Lärm [END] [START] der vielen Güterzüge [END] entlastet werden kann .","['B', 'I', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'B', 'B', 'I', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Mit klaren Maßstäben kann der Ausbau der Bahn eine Erfolgsgeschichte sein .,Mit [START] klaren Maßstäben [END] kann [START] der Ausbau [END] [START] der Bahn [END] [START] eine Erfolgsgeschichte [END] sein .,"['O', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'B', 'I', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wer die Bahn aber zum Spielball der Ideologie macht und ehrgeizige Planziele für Verkehrsmengen vorgibt , der wird Milliarden an Steuergeld verschwenden .","[START] Wer [END] [START] die Bahn [END] aber zum [START] Spielball [END] [START] der Ideologie [END] macht und [START] ehrgeizige Planziele [END] für [START] Verkehrsmengen [END] vorgibt , [START] der [END] wird [START] Milliarden [END] an [START] Steuergeld [END] verschwenden .","['B', 'B', 'I', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Und das , meine Damen und Herren , macht die AfD nicht mit !","Und [START] das [END] , [START] meine Damen [END] und [START] Herren [END] , macht [START] die AfD [END] nicht mit !","['O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 1, 1, 1]",,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0]",
Vielen Dank .,Vielen Dank .,"['O', 'O', 'O']",[],,"[0, 0, 0]",
– Als Nächster spricht für die Fraktion der CDU/CSU der Kollege Gero Storjohann .,– Als [START] Nächster [END] spricht für [START] die Fraktion [END] [START] der CDU/CSU [END] [START] der Kollege Gero Storjohann [END] .,"['O', 'O', 'B', 'O', 'O', 'B', 'I', 'B', 'I', 'B', 'I', 'I', 'I', 'O']","[0, 1, 1, 1]",,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",
Sehr geehrte Frau Präsidentin !,[START] Sehr geehrte Frau Präsidentin [END] !,"['B', 'I', 'I', 'I', 'O']",[1],,"[1, 1, 1, 1, 0]",
Liebe Kolleginnen und Kollegen !,[START] Liebe [END] Kolleginnen und [START] Kollegen [END] !,"['B', 'O', 'O', 'B', 'O']","[0, 1]",,"[0, 0, 0, 1, 0]",
Meine sehr verehrten Damen und Herren !,[START] Meine sehr verehrten Damen [END] und [START] Herren [END] !,"['B', 'I', 'I', 'I', 'O', 'B', 'O']","[1, 1]",,"[1, 1, 1, 1, 0, 1, 0]",
"Ich glaube , ich kann mir heute große Lageanalysen sparen .","[START] Ich [END] glaube , [START] ich [END] kann [START] mir [END] heute [START] große Lageanalysen [END] sparen .","['B', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'O', 'O']","[1, 1, 0, 0]",,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",
"Sie alle haben die Nachrichten der letzten Tage aus Nordsyrien verfolgt : die Abzugsankündigung der Vereinigten Staaten , der türkische Militäreinsatz und seine humanitären Folgen , die Verständigung zwischen den USA und der Türkei auf eine Waffenruhe , der begonnene Rückzug der kurdischen Kräfte , das Vorrücken der Truppen des Regimes und schließlich vorgestern das Treffen von Präsident Erdogan und Präsident Putin in Sotschi , bei dem die jeweiligen Einflusszonen abgesteckt worden sind .","[START] Sie [END] [START] alle [END] haben [START] die Nachrichten [END] [START] der letzten Tage [END] aus [START] Nordsyrien [END] verfolgt : [START] die Abzugsankündigung [END] [START] der Vereinigten Staaten [END] , [START] der türkische Militäreinsatz [END] und [START] seine humanitären Folgen [END] , [START] die Verständigung [END] zwischen [START] den USA [END] und [START] der Türkei [END] auf [START] eine Waffenruhe [END] , [START] der begonnene Rückzug [END] [START] der kurdischen Kräfte [END] , [START] das Vorrücken [END] [START] der Truppen [END] [START] des Regimes [END] und [START] schließlich vorgestern das Treffen [END] von [START] Präsident Erdogan [END] und [START] Präsident Putin [END] in [START] Sotschi [END] , bei [START] dem [END] [START] die jeweiligen Einflusszonen [END] abgesteckt worden sind .","['B', 'B', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'B', 'I', 'I', 'O', 'B', 'I', 'B', 'I', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'B', 'I', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Natürlich können wir nicht zufrieden sein , wenn diese Akteure einseitige Fakten schaffen ; natürlich muss die internationale Staatengemeinschaft dazu eine Haltung einnehmen und Antworten liefern .","Natürlich können [START] wir [END] nicht zufrieden sein , wenn [START] diese Akteure [END] [START] einseitige Fakten [END] schaffen ; natürlich muss [START] die internationale Staatengemeinschaft [END] dazu [START] eine Haltung [END] einnehmen und [START] Antworten [END] liefern .","['O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O']","[1, 1, 0, 1, 0, 0]",,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
"Bei allen Diskussionen innerhalb der Bundesregierung über die Frage , ob eine Schutzzone eine Antwort sein kann : Entscheidend ist im Ergebnis , worauf wir uns mit unseren internationalen Partnern in dieser Situation verständigen können .","Bei [START] allen Diskussionen [END] innerhalb [START] der Bundesregierung [END] über [START] die Frage [END] , ob [START] eine Schutzzone [END] [START] eine Antwort [END] sein kann : Entscheidend ist im [START] Ergebnis [END] , worauf [START] wir [END] [START] uns [END] mit [START] unseren internationalen Partnern [END] in [START] dieser Situation [END] verständigen können .","['O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'B', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 1, 0, 0, 0, 0, 1, 0, 1, 0]",,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",
"Darüber ist geredet worden , und darüber wird jetzt geredet .","Darüber ist geredet worden , und darüber wird jetzt geredet .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[],,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Davon wird abhängig sein , welche Pläne wir weiterverfolgen und welche nicht .","Davon wird abhängig sein , [START] welche Pläne [END] wir weiterverfolgen und [START] welche [END] nicht .","['O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
