Sentence,Tagged_Sentence,BIO_tags,Animated_NP,Animated_Prob_NP,Animated_Token,Animated_Prob_Token
Und im Fall des seit acht Jahren undichten Tauchzentrums im Marinestützpunkt Eckernförde scheinen die Verantwortlichen abgetaucht zu sein .,Und im [START] Fall [END] des seit [START] acht Jahren [END] undichten Tauchzentrums im [START] Marinestützpunkt Eckernförde [END] scheinen [START] die Verantwortlichen [END] abgetaucht zu sein .,"['O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wenn man in wolkenfreien Nächten in den Winterhimmel schaut , wird man ohne Mühe das Sternbild des Orion erblicken .","Wenn [START] man [END] in [START] wolkenfreien Nächten [END] in [START] den Winterhimmel [END] schaut , wird [START] man [END] ohne [START] Mühe [END] [START] das Sternbild [END] [START] des Orion [END] erblicken .","['O', 'B', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'B', 'B', 'I', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Nach dem P-3C Seefernaufklärer Orion wird man jedoch vergeblich Ausschau halten .,Nach [START] dem P-3C Seefernaufklärer Orion [END] wird [START] man [END] jedoch vergeblich [START] Ausschau [END] halten .,"['O', 'B', 'I', 'I', 'I', 'O', 'B', 'O', 'O', 'B', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Technische Risiken können nicht abgestellt werden , sodass wir in Zukunft am Nachthimmel anstelle des Orion nur ein schwarzes Loch – im militärischen Terminus : eine Fähigkeitslücke – erblicken werden .","[START] Technische Risiken [END] können nicht abgestellt werden , sodass [START] wir [END] in [START] Zukunft [END] am [START] Nachthimmel [END] anstelle [START] des Orion [END] nur ein schwarzes Loch – im [START] militärischen Terminus [END] : [START] eine Fähigkeitslücke [END] – erblicken werden .","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Hoffnungen gibt es für die Fregatten vom Typ F125 , von denen immerhin zwei inzwischen in den Dienst übernommen wurden .","[START] Hoffnungen [END] gibt es für [START] die Fregatten [END] vom [START] Typ F125 [END] , von [START] denen [END] immerhin zwei inzwischen in [START] den Dienst [END] übernommen wurden .","['B', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Allerdings hinkt das Projekt auch hier stattliche 64 Monate hinter der Ursprungsplanung hinterher .,Allerdings hinkt [START] das Projekt [END] auch hier [START] stattliche 64 Monate [END] hinter [START] der Ursprungsplanung [END] hinterher .,"['O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Die Misere des Beschaffungswesens unserer Streitkräfte ist leider nicht nur Gegenstand parlamentarischer Debatten , sondern hat schon lange die deutsche Öffentlichkeit erreicht .","[START] Die Misere [END] [START] des Beschaffungswesens [END] [START] unserer Streitkräfte [END] ist leider [START] nicht nur Gegenstand [END] [START] parlamentarischer Debatten [END] , sondern hat schon lange [START] die deutsche Öffentlichkeit [END] erreicht .","['B', 'I', 'B', 'I', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"So wird gefrotzelt , dass die kurzzeitig diskutierte Anschaffung eines europäischen Flugzeugträgers unrealistisch sei , weil ja ein solches Waffensystem nur eine Kombination der „ Gorch Fock “ und des neuen Berliner Flughafens sei .","So wird gefrotzelt , dass [START] die kurzzeitig diskutierte Anschaffung [END] [START] eines europäischen Flugzeugträgers [END] unrealistisch sei , weil ja [START] ein solches Waffensystem [END] [START] nur eine Kombination [END] [START] der „ Gorch Fock [END] “ und [START] des neuen Berliner Flughafens [END] sei .","['O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'I', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Genug der Satire !,[START] Genug [END] [START] der Satire [END] !,"['B', 'B', 'I', 'O']","[0, 0]",,"[0, 0, 0, 0]",
"Wir alle können kein Interesse daran haben , wenn Steuermittel nicht effektiv eingesetzt werden und das Ansehen der Bundeswehr beschädigt wird .","[START] Wir [END] [START] alle [END] können [START] kein Interesse [END] daran haben , wenn [START] Steuermittel [END] nicht effektiv eingesetzt werden und [START] das Ansehen [END] [START] der Bundeswehr [END] beschädigt wird .","['B', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Ich habe durchaus Verständnis für die Besonderheiten bei der Materialbeschaffung des BMVg .,[START] Ich [END] habe durchaus [START] Verständnis [END] für [START] die Besonderheiten [END] bei [START] der Materialbeschaffung [END] [START] des BMVg [END] .,"['B', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Aber der Bundestag erwartet ein professionelles Vertragsmanagement mit definierten Leistungsmerkmalen , vorausschauender Ersatzteilbeschaffung , das auch Entschädigungen durchsetzen kann .","Aber [START] der Bundestag [END] erwartet [START] ein professionelles Vertragsmanagement [END] mit [START] definierten Leistungsmerkmalen [END] , [START] vorausschauender Ersatzteilbeschaffung [END] , [START] das [END] [START] auch Entschädigungen [END] durchsetzen kann .","['O', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ich wünsche unserer Verteidigungsministerin Erfolg mit ihrer Initiative Einsatzbereitschaft und hoffe nur , dass im BMVg der Schwanz nicht mit dem Hund wedelt .","[START] Ich [END] wünsche [START] unserer Verteidigungsministerin [END] [START] Erfolg [END] mit [START] ihrer Initiative Einsatzbereitschaft [END] und hoffe nur , dass im [START] BMVg [END] [START] der Schwanz [END] nicht mit [START] dem Hund [END] wedelt .","['B', 'O', 'B', 'I', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Die zahlreichen Kritikpunkte im Bericht des Wehrbeauftragten 2019 haben alle etwas mit der Übernahme von mehr Verantwortung zu tun .,[START] Die zahlreichen Kritikpunkte [END] im [START] Bericht [END] [START] des Wehrbeauftragten [END] 2019 haben [START] alle [END] etwas mit [START] der Übernahme [END] von [START] mehr Verantwortung [END] zu tun .,"['B', 'I', 'I', 'O', 'B', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
So bedürfen viele Entscheidungen der Zustimmung parallel arbeitender Strukturen .,So bedürfen [START] viele Entscheidungen [END] [START] der Zustimmung [END] parallel [START] arbeitender Strukturen [END] .,"['O', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'I', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Offensichtlich hat hier der Workshop „ Innere Führung Heute “ noch wenig verändert .,Offensichtlich hat hier [START] der Workshop „ Innere Führung [END] Heute “ [START] noch wenig [END] verändert .,"['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Entscheidungen können aber auch beschleunigt werden , wenn die Verantwortung nach dem Subsidiaritätsprinzip von oben nach unten abgegeben wird .","[START] Entscheidungen [END] können aber auch beschleunigt werden , wenn [START] die Verantwortung [END] nach [START] dem Subsidiaritätsprinzip [END] von oben nach unten abgegeben wird .","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Viele der langen Prüf- und Genehmigungsverfahren sind schlicht entbehrlich .,[START] Viele [END] [START] der langen Prüf- und Genehmigungsverfahren [END] sind schlicht entbehrlich .,"['B', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Wir sollten wieder zurückkehren zur klassischen Auftragstaktik .,[START] Wir [END] sollten wieder zurückkehren zur [START] klassischen Auftragstaktik [END] .,"['B', 'O', 'O', 'O', 'O', 'B', 'I', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0]",
Was steht eigentlich der Einführung des von Hans-Peter Bartels vorgeschlagenen Ikea-Prinzips entgegen ?,[START] Was [END] steht eigentlich [START] der Einführung [END] des von [START] Hans-Peter Bartels [END] vorgeschlagenen Ikea-Prinzips entgegen ?,"['B', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Warum muss jeder Rucksack , jedes Handschuhpaar erst in funktionalen Fähigkeitsanforderungen definiert , vergeben , getestet , zertifiziert und über Jahre hinweg in der Bundeswehr eingeführt werden ?","Warum muss [START] jeder Rucksack [END] , [START] jedes Handschuhpaar [END] erst in [START] funktionalen Fähigkeitsanforderungen [END] definiert , vergeben , getestet , zertifiziert und über [START] Jahre [END] hinweg in [START] der Bundeswehr [END] eingeführt werden ?","['O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Und weshalb sollte ein Küchenmeister nicht mehr Verantwortung übernehmen können ?,Und weshalb sollte [START] ein Küchenmeister [END] nicht [START] mehr Verantwortung [END] übernehmen können ?,"['O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Wieso soll sein Verpflegungsplan nur 10 Prozent von der zentral gesteuerten Vorgabe abweichen ?,Wieso soll [START] sein Verpflegungsplan [END] [START] nur 10 Prozent [END] von [START] der zentral gesteuerten Vorgabe [END] abweichen ?,"['O', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Mit einer Liberalisierung könnte er zum Beispiel mehr auf regionale Produkte zurückgreifen .,Mit [START] einer Liberalisierung [END] könnte [START] er [END] zum [START] Beispiel [END] mehr auf [START] regionale Produkte [END] zurückgreifen .,"['O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Nun noch einige Bemerkungen zur Situation der Soldatinnen und Soldaten im engeren Sinn .,[START] Nun noch einige Bemerkungen [END] zur [START] Situation [END] [START] der Soldatinnen [END] und [START] Soldaten [END] im [START] engeren Sinn [END] .,"['B', 'I', 'I', 'I', 'O', 'B', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Die Belastung der Bundeswehr wächst ständig weiter .,[START] Die Belastung [END] [START] der Bundeswehr [END] wächst ständig weiter .,"['B', 'I', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0]",
Ende 2019 waren 17 500 Soldatinnen und Soldaten in Auslandseinsätzen gebunden .,[START] Ende [END] 2019 waren [START] 17 500 Soldatinnen [END] und [START] Soldaten [END] in [START] Auslandseinsätzen [END] gebunden .,"['B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Die tendenzielle Verlängerung der Stehzeiten von vier auf sechs Monate führt nicht nur zu einem Rückgang von Freiwilligenbewerbungen , sondern auch zu gesundheitlichen und sozialen Folgeerscheinungen .","[START] Die tendenzielle Verlängerung [END] [START] der Stehzeiten [END] von vier auf [START] sechs Monate [END] führt nicht nur zu [START] einem Rückgang [END] von [START] Freiwilligenbewerbungen [END] , sondern auch zu [START] gesundheitlichen und sozialen Folgeerscheinungen [END] .","['B', 'I', 'I', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Eine Einsatzdauer von vier Monaten sollte daher also wieder unser Standard sein , wobei hierbei in Verständigung mit den eingesetzten Soldatinnen und Soldaten auch flexible Lösungen denkbar sind .","[START] Eine Einsatzdauer [END] von [START] vier Monaten [END] sollte daher also wieder [START] unser Standard [END] sein , wobei hierbei in [START] Verständigung [END] mit [START] den eingesetzten Soldatinnen [END] und [START] Soldaten [END] [START] auch flexible Lösungen [END] denkbar sind .","['B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'B', 'B', 'I', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Sehr geehrte Damen und Herren , die aufgeführten Missstände sollten nun einerseits nicht etwa zu der Schlussfolgerung führen , dass diese ein 45-Milliarden-Euro-Budget nicht mehr rechtfertigen , und andererseits nicht so verstanden werden , sie offenbarten , die Bundeswehr könne den Schutz der eigenen Bevölkerung nicht gewährleisten und den Verpflichtungen gegenüber den NATO-Partnern nicht nachkommen .","[START] Sehr geehrte Damen [END] und [START] Herren [END] , [START] die aufgeführten Missstände [END] sollten nun einerseits nicht etwa zu [START] der Schlussfolgerung [END] führen , dass [START] diese [END] [START] ein 45-Milliarden-Euro-Budget [END] nicht mehr rechtfertigen , und andererseits nicht so verstanden werden , [START] sie [END] offenbarten , [START] die Bundeswehr [END] könne [START] den Schutz [END] [START] der eigenen Bevölkerung [END] nicht gewährleisten und [START] den Verpflichtungen [END] gegenüber [START] den NATO-Partnern [END] nicht nachkommen .","['B', 'I', 'I', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Nein , trotz aller Defizite ist die Bundeswehr eine moderne Armee mit dem Anspruch auf eine qualifizierte Fürsorge ihrer Angehörigen .","Nein , trotz [START] aller Defizite [END] ist [START] die Bundeswehr [END] [START] eine moderne Armee [END] mit [START] dem Anspruch [END] auf [START] eine qualifizierte Fürsorge [END] [START] ihrer Angehörigen [END] .","['O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Insbesondere bei den internationalen Friedensmissionen zeigen Soldatinnen und Soldaten der Bundeswehr ihre Leistungsbereitschaft und ‑fähigkeit , die international und auch bei den Menschen vor Ort anerkannt sind .","Insbesondere bei [START] den internationalen Friedensmissionen [END] zeigen [START] Soldatinnen [END] und [START] Soldaten [END] [START] der Bundeswehr [END] [START] ihre Leistungsbereitschaft [END] und [START] ‑fähigkeit [END] , [START] die [END] international und auch bei [START] den Menschen [END] vor [START] Ort [END] anerkannt sind .","['O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'B', 'I', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Trotz der genannten Mängel bei der Beschaffung genießen die NATO im Allgemeinen und die Bundeswehr im Besonderen auch hohes Ansehen bei den Bundesbürgern .,Trotz [START] der genannten Mängel [END] bei [START] der Beschaffung [END] genießen [START] die NATO [END] im Allgemeinen und [START] die Bundeswehr [END] im [START] Besonderen [END] [START] auch hohes Ansehen [END] bei [START] den Bundesbürgern [END] .,"['O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'B', 'I', 'I', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Das Militär in einem demokratisch verfassten Gemeinwesen ist nicht nur auf den Rückhalt des Parlaments , wie eben von der Verteidigungsministerin angesprochen , sondern auch auf die mehrheitliche Unterstützung durch die Gesellschaft angewiesen .","[START] Das Militär [END] in [START] einem demokratisch verfassten Gemeinwesen [END] ist nicht nur auf [START] den Rückhalt [END] [START] des Parlaments [END] , wie eben von [START] der Verteidigungsministerin [END] angesprochen , sondern auch auf [START] die mehrheitliche Unterstützung [END] durch [START] die Gesellschaft [END] angewiesen .","['B', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Deshalb möchte ich auch im Namen der SPD-Bundestagsfraktion an dieser Stelle allen Angehörigen der Bundeswehr für ihren Einsatz danken – sei er hier in Deutschland , im NATO-Gebiet oder bei Friedensmissionen weltweit .","Deshalb möchte [START] ich [END] auch im [START] Namen [END] [START] der SPD-Bundestagsfraktion [END] an [START] dieser Stelle [END] [START] allen Angehörigen [END] [START] der Bundeswehr [END] für [START] ihren Einsatz [END] danken – sei [START] er [END] hier in [START] Deutschland [END] , im [START] NATO-Gebiet [END] oder bei [START] Friedensmissionen [END] weltweit .","['O', 'O', 'B', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Aber ich danke auch dem Team von Hans-Peter Bartels , das uns über Jahre hinweg ermahnte , die Reform der Bundeswehr als Daueraufgabe zu verstehen .","Aber [START] ich [END] danke [START] auch dem Team [END] von [START] Hans-Peter Bartels [END] , [START] das [END] [START] uns [END] über [START] Jahre [END] hinweg ermahnte , [START] die Reform [END] [START] der Bundeswehr [END] als [START] Daueraufgabe [END] zu verstehen .","['O', 'B', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Unserer neuen Wehrbeauftragten Frau Dr. Högl wünsche ich sehr viel Erfolg bei ihrer verantwortungsvollen Tätigkeit .,[START] Unserer neuen Wehrbeauftragten [END] Frau [START] Dr. Högl [END] wünsche [START] ich [END] [START] sehr viel Erfolg [END] bei [START] ihrer verantwortungsvollen Tätigkeit [END] .,"['B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Ich bedanke mich für Ihre Geduld .,[START] Ich [END] bedanke [START] mich [END] für [START] Ihre Geduld [END] .,"['B', 'O', 'B', 'O', 'B', 'I', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0]",
"Herr Kollege Lehmann , nach meinem ursprünglichen Entwurf sollte in den Krisenzeiten für alle ganz davon abgesehen werden , die Vermögensprüfung durchzuziehen .","[START] Herr Kollege [END] [START] Lehmann [END] , nach [START] meinem ursprünglichen Entwurf [END] sollte in [START] den Krisenzeiten [END] für [START] alle [END] ganz davon abgesehen werden , [START] die Vermögensprüfung [END] durchzuziehen .","['B', 'I', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Dann ist im Wege der Verhandlung hier im Bundestag , auch auf Wunsch der Unionsfraktion , der Punkt „ erhebliches Vermögen “ ins Spiel gekommen .","Dann ist im [START] Wege [END] [START] der Verhandlung [END] hier im [START] Bundestag [END] , auch auf [START] Wunsch [END] [START] der Unionsfraktion [END] , [START] der Punkt „ erhebliches Vermögen [END] “ ins [START] Spiel [END] gekommen .","['O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Das hat bei einigen Selbstständigen zu Problemen bei der Alterssicherung und beim Betriebsvermögen geführt .,[START] Das [END] hat bei [START] einigen Selbstständigen [END] zu [START] Problemen [END] bei [START] der Alterssicherung [END] und beim [START] Betriebsvermögen [END] geführt .,"['B', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Das haben wir mittlerweile untergesetzlich stark vereinfacht , und das wissen Sie auch .","[START] Das [END] haben [START] wir [END] mittlerweile untergesetzlich stark vereinfacht , und [START] das [END] wissen [START] Sie [END] auch .","['B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ich bin grundsätzlich dafür , dass wir die Grundsicherung weiter entbürokratisieren und weiterentwickeln ; das ist doch gar keine Frage .","[START] Ich [END] bin grundsätzlich dafür , dass [START] wir [END] [START] die Grundsicherung [END] weiter entbürokratisieren und weiterentwickeln ; [START] das [END] ist doch [START] gar keine Frage [END] .","['B', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
